###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Umbriel
### Launch time: 21:37:13 26/4/2022
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
66	21:37:31	26/4/2022 	17367	202.00	7.00	9.33	30.26	101008.61	3838	0	Umbriel	
67	21:37:31	26/4/2022 	17752	964.00	315.00	59.59	30.26	101008.61	49818	1	Umbriel	
68	21:37:32	26/4/2022 	18162	91.00	7.00	6.37	30.26	101008.61	1849	0	Umbriel	
69	21:37:32	26/4/2022 	18217	714.00	21.00	18.20	30.26	101008.61	1849	0	Umbriel	
70	21:37:32	26/4/2022 	18289	662.00	12.00	15.46	30.26	101008.61	1849	0	Umbriel	
71	21:37:33	26/4/2022 	19197	938.00	153.00	39.76	30.26	101008.44	49817	0	Umbriel	
72	21:37:33	26/4/2022 	19393	130.00	7.00	7.44	30.26	101008.44	3838	0	Umbriel	
73	21:37:34	26/4/2022 	20164	570.00	9.00	13.64	30.26	101008.61	49818	0	Umbriel	
74	21:37:34	26/4/2022 	20694	745.00	30.00	20.05	30.26	101008.44	50573	0	Umbriel	
75	21:37:35	26/4/2022 	21393	593.00	9.00	13.93	30.26	101008.28	1849	0	Umbriel	
76	21:37:35	26/4/2022 	21723	61.00	7.00	5.89	30.26	101008.28	49821	0	Umbriel	
77	21:37:36	26/4/2022 	22872	837.00	90.00	27.92	30.26	101008.11	49820	0	Umbriel	
78	21:37:37	26/4/2022 	23072	331.00	8.00	11.45	30.26	101008.11	1850	0	Umbriel	
79	21:37:37	26/4/2022 	23121	314.00	7.00	11.20	30.26	101008.11	4031	0	Umbriel	
80	21:37:37	26/4/2022 	23227	957.00	274.00	53.18	30.26	101008.11	1849	0	Umbriel	
81	21:37:37	26/4/2022 	23651	785.00	52.00	22.64	30.26	101008.11	49823	0	Umbriel	
82	21:37:38	26/4/2022 	24587	161.00	7.00	8.32	30.26	101008.11	49821	0	Umbriel	
83	21:37:38	26/4/2022 	24636	562.00	8.00	13.40	30.26	101008.11	1851	0	Umbriel	
84	21:37:38	26/4/2022 	24688	316.00	7.00	11.23	30.26	101008.11	1848	0	Umbriel	
85	21:37:38	26/4/2022 	24710	102.00	7.00	6.64	30.26	101008.11	3836	0	Umbriel	
86	21:37:38	26/4/2022 	24965	580.00	8.00	13.61	30.26	101007.94	1850	0	Umbriel	
87	21:37:38	26/4/2022 	24980	78.00	7.00	6.10	30.26	101007.94	1846	0	Umbriel	
88	21:37:40	26/4/2022 	26090	695.00	18.00	17.34	30.26	101008.11	49821	0	Umbriel	
89	21:37:40	26/4/2022 	26281	83.00	7.00	6.19	30.26	101008.11	1851	0	Umbriel	
90	21:37:41	26/4/2022 	27143	82.00	7.00	6.17	30.26	101007.94	49821	0	Umbriel	
91	21:37:41	26/4/2022 	27371	512.00	8.00	12.92	30.26	101007.94	1850	0	Umbriel	
92	21:37:41	26/4/2022 	27565	84.00	7.00	6.21	30.26	101007.94	51804	0	Umbriel	
93	21:37:41	26/4/2022 	27793	855.00	90.00	27.99	30.26	101007.77	1848	0	Umbriel	
94	21:37:41	26/4/2022 	27833	202.00	7.00	9.33	30.26	101007.77	1849	0	Umbriel	
95	21:37:41	26/4/2022 	27861	106.00	7.00	6.75	30.26	101007.77	1849	0	Umbriel	
96	21:37:42	26/4/2022 	28127	680.00	16.00	16.69	30.26	101007.77	1850	0	Umbriel	
97	21:37:42	26/4/2022 	28269	114.00	7.00	6.97	30.26	101007.59	1848	0	Umbriel	
98	21:37:42	26/4/2022 	28289	775.00	46.00	22.02	30.26	101007.59	3837	0	Umbriel	
99	21:37:43	26/4/2022 	29106	949.00	209.00	46.27	30.26	101007.98	49820	0	Umbriel	
100	21:37:44	26/4/2022 	30338	410.00	8.00	12.20	30.26	101007.27	49824	0	Umbriel	
101	21:37:44	26/4/2022 	30658	64.00	7.00	5.91	30.26	101007.27	50573	0	Umbriel	
102	21:37:45	26/4/2022 	31370	209.00	7.00	9.48	30.26	101007.09	1848	0	Umbriel	
103	21:37:45	26/4/2022 	31722	861.00	97.00	29.27	30.26	101007.09	49822	0	Umbriel	
104	21:37:46	26/4/2022 	32015	89.00	9.00	6.32	30.26	101007.09	3979	0	Umbriel	
105	21:37:46	26/4/2022 	32297	954.00	250.00	50.25	30.26	101007.31	1850	1	Umbriel	
106	21:37:46	26/4/2022 	32697	888.00	107.00	31.29	30.26	101007.31	49821	1	Umbriel	
107	21:37:47	26/4/2022 	33222	182.00	8.00	8.87	30.26	101007.31	1849	0	Umbriel	
108	21:37:47	26/4/2022 	33711	765.00	40.00	21.37	30.26	101006.92	49819	0	Umbriel	
109	21:37:47	26/4/2022 	33843	69.00	8.00	5.97	30.26	101006.92	1849	0	Umbriel	
110	21:37:48	26/4/2022 	34045	292.00	7.00	10.92	30.26	101006.92	1847	0	Umbriel	
111	21:37:49	26/4/2022 	35610	362.00	7.00	11.73	30.26	101006.92	99780	0	Umbriel	
112	21:37:49	26/4/2022 	35650	137.00	7.00	7.64	30.26	101006.92	1851	0	Umbriel	
113	21:37:50	26/4/2022 	36588	121.00	7.00	7.18	30.26	101006.75	49818	0	Umbriel	
114	21:37:50	26/4/2022 	36762	128.00	7.00	7.38	30.26	101006.75	1850	0	Umbriel	
115	21:37:51	26/4/2022 	37154	692.00	17.00	17.07	30.26	101006.92	1847	0	Umbriel	
116	21:37:51	26/4/2022 	37156	546.00	9.00	13.36	30.26	101006.92	1850	0	Umbriel	
117	21:37:51	26/4/2022 	37187	679.00	14.00	16.16	30.26	101006.92	7222	0	Umbriel	
118	21:37:51	26/4/2022 	37319	770.00	42.00	21.60	30.26	101006.92	1850	0	Umbriel	
119	21:37:52	26/4/2022 	38487	964.00	392.00	73.10	30.26	101006.75	49822	0	Umbriel	
120	21:37:52	26/4/2022 	38698	769.00	40.00	21.39	30.26	101006.75	49822	0	Umbriel	
121	21:37:53	26/4/2022 	39046	636.00	10.00	14.67	30.26	101006.75	1848	0	Umbriel	
122	21:37:53	26/4/2022 	39138	787.00	60.00	23.47	30.26	101006.75	1849	0	Umbriel	
123	21:37:53	26/4/2022 	39166	749.00	30.00	20.07	30.26	101006.75	3890	0	Umbriel	
124	21:37:53	26/4/2022 	39434	99.00	7.00	6.57	30.26	101006.75	1849	0	Umbriel	
125	21:37:53	26/4/2022 	39926	80.00	7.00	6.13	30.26	101006.75	49821	0	Umbriel	
126	21:37:54	26/4/2022 	40242	533.00	8.00	13.11	30.26	101006.75	2602	0	Umbriel	
127	21:37:54	26/4/2022 	40331	469.00	8.00	12.61	30.26	101006.75	1848	0	Umbriel	
128	21:37:54	26/4/2022 	40433	313.00	8.00	11.23	30.26	101006.75	1846	0	Umbriel	
129	21:37:55	26/4/2022 	41030	210.00	8.00	9.52	30.26	101006.75	49819	0	Umbriel	
130	21:37:55	26/4/2022 	41144	436.00	8.00	12.39	30.26	101006.75	3976	0	Umbriel	
131	21:37:55	26/4/2022 	41938	117.00	7.00	7.06	30.26	101006.92	49817	0	Umbriel	
132	21:37:56	26/4/2022 	42378	216.00	7.00	9.63	30.26	101006.75	1849	0	Umbriel	
133	21:37:56	26/4/2022 	42789	962.00	308.00	58.39	30.26	101006.75	49821	0	Umbriel	
134	21:37:56	26/4/2022 	42873	158.00	7.00	8.23	30.26	101006.75	1849	0	Umbriel	
135	21:37:57	26/4/2022 	43045	149.00	7.00	7.98	30.26	101006.75	1849	0	Umbriel	
136	21:37:57	26/4/2022 	43247	948.00	171.00	42.27	30.26	101006.75	3837	0	Umbriel	
137	21:37:57	26/4/2022 	43271	974.00	560.00	96.36	30.26	101006.75	1850	0	Umbriel	
138	21:37:57	26/4/2022 	43849	617.00	9.00	14.23	30.26	101006.75	49821	0	Umbriel	
139	21:37:58	26/4/2022 	44379	730.00	27.00	19.47	30.26	101006.50	1848	0	Umbriel	
140	21:37:58	26/4/2022 	44842	937.00	149.00	39.13	30.26	101006.50	49822	0	Umbriel	
141	21:37:59	26/4/2022 	45767	237.00	8.00	10.06	30.26	101006.50	49820	0	Umbriel	
142	21:38:00	26/4/2022 	46020	609.00	9.00	14.14	30.26	101006.50	3835	0	Umbriel	
143	21:38:00	26/4/2022 	46072	92.00	7.00	6.39	30.26	101006.34	1850	0	Umbriel	
144	21:38:00	26/4/2022 	46256	759.00	36.00	20.90	30.26	101006.34	1849	0	Umbriel	
145	21:38:00	26/4/2022 	46601	641.00	10.00	14.72	30.26	101006.34	49820	0	Umbriel	
146	21:38:00	26/4/2022 	46693	84.00	7.00	6.21	30.26	101006.34	1850	0	Umbriel	
147	21:38:01	26/4/2022 	47150	72.00	7.00	6.00	30.26	101006.34	1849	0	Umbriel	
148	21:38:01	26/4/2022 	47391	695.00	18.00	17.34	30.26	101006.34	3839	0	Umbriel	
149	21:38:01	26/4/2022 	47396	775.00	48.00	22.21	30.26	101006.34	1849	0	Umbriel	
150	21:38:01	26/4/2022 	47668	866.00	96.00	29.11	30.26	101006.34	49818	0	Umbriel	
151	21:38:02	26/4/2022 	48119	646.00	10.00	14.77	30.26	101006.34	1848	0	Umbriel	
152	21:38:02	26/4/2022 	48158	350.00	8.00	11.66	30.26	101006.34	1849	0	Umbriel	
153	21:38:03	26/4/2022 	49069	932.00	148.00	38.97	30.26	101006.34	49819	1	Umbriel	
154	21:38:03	26/4/2022 	49287	451.00	8.00	12.49	30.26	101006.34	1850	0	Umbriel	
155	21:38:03	26/4/2022 	49444	944.00	156.00	40.21	30.26	101006.34	3834	0	Umbriel	
156	21:38:03	26/4/2022 	49484	537.00	8.00	13.15	30.26	101006.34	1849	0	Umbriel	
157	21:38:04	26/4/2022 	50587	878.00	109.00	31.63	30.25	101005.91	97792	0	Umbriel	
158	21:38:04	26/4/2022 	50869	374.00	7.00	11.84	30.25	101005.91	2603	0	Umbriel	
159	21:38:05	26/4/2022 	51596	532.00	8.00	13.10	30.25	101005.91	49820	0	Umbriel	
160	21:38:05	26/4/2022 	51630	91.00	7.00	6.37	30.25	101005.91	1849	0	Umbriel	
161	21:38:05	26/4/2022 	51688	112.00	7.00	6.92	30.25	101005.91	3977	0	Umbriel	
162	21:38:06	26/4/2022 	52303	940.00	181.00	43.46	30.25	101005.91	1849	0	Umbriel	
163	21:38:06	26/4/2022 	52901	652.00	11.00	15.09	30.25	101005.91	49821	0	Umbriel	
164	21:38:06	26/4/2022 	52986	68.00	7.00	5.95	30.25	101005.74	1849	0	Umbriel	
165	21:38:07	26/4/2022 	53067	590.00	9.00	13.90	30.25	101005.74	1850	0	Umbriel	
166	21:38:07	26/4/2022 	53155	874.00	102.00	30.27	30.25	101005.74	1850	0	Umbriel	
167	21:38:07	26/4/2022 	53437	915.00	132.00	36.18	30.25	101005.74	3836	0	Umbriel	
168	21:38:07	26/4/2022 	53911	760.00	37.00	21.02	30.25	101005.74	49822	0	Umbriel	
169	21:38:08	26/4/2022 	54004	766.00	43.00	21.68	30.25	101005.74	1850	0	Umbriel	
170	21:38:08	26/4/2022 	54112	682.00	14.00	16.19	30.25	101005.74	1851	0	Umbriel	
171	21:38:08	26/4/2022 	54590	320.00	8.00	11.32	30.25	101005.74	49821	0	Umbriel	
172	21:38:08	26/4/2022 	54971	623.00	10.00	14.52	30.25	101005.32	1847	0	Umbriel	
173	21:38:09	26/4/2022 	55345	726.00	23.00	18.72	30.25	101005.48	3836	0	Umbriel	
174	21:38:09	26/4/2022 	55557	534.00	8.00	13.12	30.25	101005.48	49823	0	Umbriel	
175	21:38:09	26/4/2022 	55583	700.00	17.00	17.14	30.25	101005.48	1848	0	Umbriel	
176	21:38:09	26/4/2022 	55716	616.00	9.00	14.22	30.25	101005.48	1849	0	Umbriel	
177	21:38:10	26/4/2022 	55998	406.00	8.00	12.17	30.25	101005.66	1850	0	Umbriel	
178	21:38:10	26/4/2022 	56314	637.00	10.00	14.68	30.25	101005.66	1848	0	Umbriel	
179	21:38:10	26/4/2022 	56789	947.00	188.00	44.22	30.25	101005.66	49821	1	Umbriel	
180	21:38:11	26/4/2022 	57048	70.00	7.00	5.98	30.25	101005.66	3836	0	Umbriel	
181	21:38:11	26/4/2022 	57099	780.00	48.00	22.23	30.25	101005.66	1850	0	Umbriel	
182	21:38:11	26/4/2022 	57969	338.00	8.00	11.53	30.25	101005.48	49820	0	Umbriel	
183	21:38:12	26/4/2022 	58433	77.00	7.00	6.08	30.25	101005.66	1846	0	Umbriel	
184	21:38:12	26/4/2022 	58473	158.00	7.00	8.23	30.25	101005.66	1850	0	Umbriel	
185	21:38:12	26/4/2022 	58777	151.00	8.00	8.05	30.25	101005.66	49820	0	Umbriel	
186	21:38:12	26/4/2022 	58943	545.00	8.00	13.22	30.25	101005.66	3833	0	Umbriel	
187	21:38:13	26/4/2022 	59087	572.00	8.00	13.51	30.25	101005.66	1848	0	Umbriel	
188	21:38:13	26/4/2022 	59197	108.00	7.00	6.81	30.25	101005.66	1847	0	Umbriel	
189	21:38:13	26/4/2022 	59687	402.00	7.00	12.07	30.25	101005.66	49823	0	Umbriel	
190	21:38:13	26/4/2022 	59976	416.00	8.00	12.24	30.25	101005.83	2602	0	Umbriel	
191	21:38:14	26/4/2022 	60009	821.00	75.00	25.48	30.25	101005.83	1847	0	Umbriel	
192	21:38:14	26/4/2022 	60484	578.00	8.00	13.58	30.25	101005.83	7363	0	Umbriel	
193	21:38:14	26/4/2022 	60989	293.00	8.00	10.96	30.25	101005.83	49818	0	Umbriel	
194	21:38:15	26/4/2022 	61238	71.00	7.00	5.99	30.25	101005.83	1847	0	Umbriel	
195	21:38:15	26/4/2022 	61477	808.00	75.00	25.43	30.25	101005.83	1849	0	Umbriel	
196	21:38:15	26/4/2022 	61691	80.00	7.00	6.13	30.25	101005.41	49821	0	Umbriel	
197	21:38:16	26/4/2022 	62235	701.00	18.00	17.40	30.25	101005.41	1849	0	Umbriel	
198	21:38:16	26/4/2022 	62385	255.00	7.00	10.36	30.25	101005.41	1851	0	Umbriel	
199	21:38:16	26/4/2022 	62481	130.00	7.00	7.44	30.25	101005.41	3889	0	Umbriel	
200	21:38:16	26/4/2022 	62654	388.00	8.00	12.02	30.25	101005.41	50005	0	Umbriel	
201	21:38:16	26/4/2022 	62781	139.00	7.00	7.70	30.25	101005.57	1847	0	Umbriel	
202	21:38:17	26/4/2022 	63172	231.00	8.00	9.95	30.25	101005.57	1848	0	Umbriel	
203	21:38:17	26/4/2022 	63241	324.00	8.00	11.37	30.25	101005.57	1849	0	Umbriel	
204	21:38:18	26/4/2022 	64891	168.00	7.00	8.50	30.25	101005.73	97787	0	Umbriel	
205	21:38:19	26/4/2022 	65065	799.00	55.00	22.99	30.25	101005.91	3837	0	Umbriel	
206	21:38:19	26/4/2022 	65807	549.00	8.00	13.26	30.25	101005.91	49820	0	Umbriel	
207	21:38:20	26/4/2022 	66213	550.00	6.00	13.00	30.25	101006.08	1849	0	Umbriel	
208	21:38:20	26/4/2022 	66418	64.00	7.00	5.91	30.25	101006.08	1849	0	Umbriel	
209	21:38:20	26/4/2022 	66496	369.00	8.00	11.85	30.25	101006.08	1848	0	Umbriel	
210	21:38:20	26/4/2022 	66580	542.00	8.00	13.19	30.25	101006.08	49816	0	Umbriel	
211	21:38:21	26/4/2022 	67725	400.00	8.00	12.12	30.25	101006.02	51804	0	Umbriel	
212	21:38:21	26/4/2022 	67953	151.00	7.00	8.04	30.25	101006.02	1848	0	Umbriel	
213	21:38:22	26/4/2022 	68378	109.00	7.00	6.83	30.25	101006.02	1848	0	Umbriel	
214	21:38:22	26/4/2022 	68447	841.00	89.00	27.76	30.25	101006.02	1850	0	Umbriel	
215	21:38:22	26/4/2022 	68871	138.00	7.00	7.67	30.25	101006.02	49820	0	Umbriel	
216	21:38:23	26/4/2022 	69011	911.00	133.00	36.35	30.25	101006.02	1848	0	Umbriel	
217	21:38:23	26/4/2022 	69352	742.00	30.00	20.03	30.25	101006.02	1850	0	Umbriel	
218	21:38:24	26/4/2022 	70006	538.00	8.00	13.15	30.24	101005.77	51808	0	Umbriel	
219	21:38:24	26/4/2022 	70137	112.00	7.00	6.92	30.24	101005.77	2797	0	Umbriel	
220	21:38:24	26/4/2022 	70145	812.00	62.00	23.78	30.24	101005.77	1849	0	Umbriel	
221	21:38:24	26/4/2022 	70176	957.00	244.00	49.61	30.24	101005.77	1849	0	Umbriel	
222	21:38:24	26/4/2022 	70216	93.00	7.00	6.42	30.24	101005.94	1848	0	Umbriel	
223	21:38:24	26/4/2022 	70601	528.00	8.00	13.06	30.24	101005.94	49820	0	Umbriel	
224	21:38:24	26/4/2022 	70935	215.00	8.00	9.63	30.24	101005.94	3975	0	Umbriel	
225	21:38:25	26/4/2022 	71186	172.00	8.00	8.62	30.24	101005.94	1846	0	Umbriel	
226	21:38:25	26/4/2022 	71213	854.00	90.00	27.98	30.24	101005.94	1847	0	Umbriel	
227	21:38:25	26/4/2022 	71240	137.00	7.00	7.64	30.24	101005.94	1849	0	Umbriel	
228	21:38:25	26/4/2022 	71370	91.00	7.00	6.37	30.24	101005.94	1849	0	Umbriel	
229	21:38:25	26/4/2022 	71789	74.00	7.00	6.03	30.24	101005.94	49817	0	Umbriel	
230	21:38:26	26/4/2022 	72213	123.00	7.00	7.23	30.24	101006.10	3836	0	Umbriel	
231	21:38:26	26/4/2022 	72844	802.00	74.00	25.27	30.24	101006.10	49819	0	Umbriel	
232	21:38:27	26/4/2022 	73227	213.00	7.00	9.57	30.24	101006.27	1849	0	Umbriel	
233	21:38:27	26/4/2022 	73241	797.00	66.00	24.20	30.24	101006.27	1849	0	Umbriel	
234	21:38:28	26/4/2022 	74174	296.00	8.00	11.00	30.24	101006.27	49819	0	Umbriel	
235	21:38:28	26/4/2022 	74290	890.00	113.00	32.47	30.24	101005.84	1848	0	Umbriel	
236	21:38:28	26/4/2022 	74323	531.00	8.00	13.09	30.24	101005.84	1850	0	Umbriel	
237	21:38:29	26/4/2022 	75077	666.00	12.00	15.49	30.24	101005.84	51804	0	Umbriel	
238	21:38:29	26/4/2022 	75417	616.00	9.00	14.22	30.24	101005.84	1848	0	Umbriel	
239	21:38:29	26/4/2022 	75675	90.00	8.00	6.35	30.24	101005.84	49820	0	Umbriel	
240	21:38:29	26/4/2022 	75754	947.00	172.00	42.40	30.24	101005.84	1846	0	Umbriel	
241	21:38:30	26/4/2022 	76025	242.00	6.00	10.11	30.24	101005.84	1849	0	Umbriel	
242	21:38:30	26/4/2022 	76119	967.00	335.00	63.15	30.24	101005.84	1849	1	Umbriel	
243	21:38:30	26/4/2022 	76235	977.00	768.00	137.10	30.24	101005.84	3891	1	Umbriel	
244	21:38:30	26/4/2022 	76453	183.00	7.00	8.89	30.24	101005.84	1848	0	Umbriel	
245	21:38:30	26/4/2022 	76811	957.00	255.00	50.81	30.24	101006.02	49820	1	Umbriel	
246	21:38:30	26/4/2022 	76927	611.00	9.00	14.16	30.24	101006.02	1849	0	Umbriel	
247	21:38:31	26/4/2022 	77205	186.00	8.00	8.97	30.24	101006.02	1849	0	Umbriel	
248	21:38:32	26/4/2022 	78495	687.00	16.00	16.76	30.24	101006.19	49819	0	Umbriel	
249	21:38:32	26/4/2022 	78846	453.00	8.00	12.50	30.24	101006.19	51807	0	Umbriel	
250	21:38:33	26/4/2022 	79211	678.00	14.00	16.15	30.24	101006.19	1848	0	Umbriel	
251	21:38:33	26/4/2022 	79962	131.00	8.00	7.47	30.24	101005.94	49822	0	Umbriel	
252	21:38:34	26/4/2022 	80746	195.00	7.00	9.17	30.24	101005.94	50770	0	Umbriel	
253	21:38:34	26/4/2022 	80910	286.00	7.00	10.83	30.24	101005.94	1851	0	Umbriel	
254	21:38:35	26/4/2022 	81051	666.00	13.00	15.76	30.24	101005.94	1849	0	Umbriel	
255	21:38:35	26/4/2022 	81678	104.00	8.00	6.70	30.24	101005.94	51950	0	Umbriel	
256	21:38:35	26/4/2022 	81979	425.00	8.00	12.31	30.24	101005.94	1846	0	Umbriel	
257	21:38:36	26/4/2022 	82348	405.00	8.00	12.16	30.24	101005.52	1847	0	Umbriel	
258	21:38:36	26/4/2022 	82647	585.00	8.00	13.66	30.24	101005.52	49820	0	Umbriel	
259	21:38:36	26/4/2022 	82752	952.00	238.00	49.00	30.24	101005.52	1847	0	Umbriel	
260	21:38:36	26/4/2022 	82901	920.00	139.00	37.44	30.24	101005.34	1850	0	Umbriel	
261	21:38:37	26/4/2022 	83924	436.00	9.00	12.46	30.24	101005.34	49822	0	Umbriel	
262	21:38:38	26/4/2022 	84120	784.00	47.00	22.15	30.24	101005.52	3837	0	Umbriel	
263	21:38:38	26/4/2022 	84268	330.00	7.00	11.39	30.24	101005.52	1851	0	Umbriel	
